listing_id,sqft,bedrooms,bathrooms,age_years,neighborhood,has_garage,price
L202231,2030,2,2,20,suburbs,yes,351600.0
L202232,979,1,1,11,suburbs,no,199900.0
L202233,3631,4,4,69,rural,yes,573800.0
L202234,2738,3,3,72,suburbs,yes,438500.0
L202235,1319,2,1,16,rural,no,214400.0
L202236,892,1,1,64,downtown,yes,203500.0
L202237,4264,4,4,21,downtown,no,717100.0
L202238,4202,5,4,32,rural,yes,716900.0
L202239,1336,2,1,79,suburbs,yes,251700.0
L202240,2244,2,2,50,suburbs,yes,337400.0
L202241,2871,4,3,64,downtown,yes,580900.0
L202242,2312,2,2,34,suburbs,yes,413500.0
L202243,3861,4,3,49,downtown,no,658800.0
L202244,2850,3,2,21,rural,yes,466000.0
L202245,1635,2,1,58,downtown,yes,322900.0
L202246,3648,5,4,78,downtown,yes,692400.0
L202247,4011,3,2,12,suburbs,yes,648000.0
L202248,871,2,2,43,downtown,yes,307600.0
L202249,3920,4,3,21,waterfront,yes,821000.0
L202250,3341,3,2,51,suburbs,yes,515300.0
L202251,4179,5,4,36,suburbs,yes,758200.0
L202252,4151,4,3,32,downtown,yes,773800.0
L202253,793,1,1,31,suburbs,no,153500.0
L202254,2312,2,1,40,downtown,yes,466600.0
L202255,878,1,1,16,suburbs,yes,219200.0
L202256,651,1,1,23,waterfront,yes,259800.0
L202257,4177,4,4,5,suburbs,yes,750700.0
L202258,1564,3,3,34,rural,no,263900.0
L202259,836,1,1,48,waterfront,yes,305000.0
L202260,4270,5,4,50,waterfront,no,820400.0
L202261,2190,3,2,16,suburbs,yes,387600.0
L202262,1060,2,1,64,rural,no,166000.0
L202263,1593,2,2,33,suburbs,yes,294200.0
L202264,653,1,1,64,suburbs,yes,130100.0
L202265,3240,4,4,65,suburbs,yes,560800.0
L202266,4249,6,4,0,downtown,yes,864600.0
L202267,2125,3,2,3,suburbs,yes,403200.0
L202268,3965,5,4,42,suburbs,yes,661300.0
L202269,1937,4,3,67,downtown,yes,458700.0
L202270,2395,3,3,29,suburbs,yes,440200.0
L202271,1434,2,2,48,rural,no,210700.0
L202272,621,1,1,48,suburbs,yes,143600.0
L202273,1236,2,1,60,suburbs,yes,214400.0
L202274,2876,3,3,70,suburbs,yes,467900.0
L202275,987,1,1,45,downtown,no,297500.0
L202276,3785,4,4,62,downtown,yes,664600.0
L202277,4177,5,4,48,downtown,yes,731400.0
L202278,1715,2,2,26,waterfront,no,461900.0
L202279,1655,3,3,45,rural,yes,284200.0
L202280,1273,1,1,59,suburbs,no,210000.0
L202281,2198,3,3,71,suburbs,yes,394900.0
L202282,4128,5,4,8,waterfront,yes,808800.0
L202283,2122,2,1,26,downtown,no,447800.0
L202284,3594,4,3,10,downtown,yes,681100.0
L202285,1854,1,1,13,suburbs,no,367600.0
L202286,2347,3,2,18,suburbs,yes,413300.0
L202287,2524,3,3,72,waterfront,yes,582900.0
L202288,4129,5,4,31,rural,yes,727900.0
L202289,2544,4,3,73,waterfront,yes,545500.0
L202290,2971,3,2,40,suburbs,yes,498200.0
L202291,3931,6,4,1,waterfront,yes,834700.0
L202292,4281,5,4,31,suburbs,no,758500.0
L202293,4090,5,4,58,suburbs,yes,691700.0
L202294,1002,1,1,50,suburbs,yes,199600.0
L202295,1036,1,1,29,waterfront,no,309300.0
L202296,2302,2,2,9,downtown,yes,493900.0
L202297,1969,3,3,60,suburbs,no,354100.0
L202298,3248,3,2,41,suburbs,yes,526000.0
L202299,2285,2,1,63,suburbs,no,396800.0
L202300,2190,2,2,21,suburbs,no,376700.0
L202301,952,1,1,12,suburbs,yes,235400.0
L202302,1964,3,3,29,suburbs,yes,348200.0
L202303,2828,4,3,19,suburbs,yes,537800.0
L202304,3312,4,4,40,downtown,yes,667300.0
L202305,1258,2,1,40,suburbs,yes,248800.0
L202306,2962,4,3,10,downtown,yes,633600.0
L202307,2834,3,3,37,rural,no,432500.0
L202308,1701,1,1,31,waterfront,yes,431200.0
L202309,4069,4,3,41,downtown,no,683800.0
L202310,2331,3,2,60,downtown,yes,461100.0
L202311,1629,2,2,36,downtown,yes,346400.0
L202312,3356,2,2,22,rural,yes,527500.0
L202313,1335,1,1,72,downtown,yes,309800.0
L202314,3044,3,3,61,suburbs,yes,548800.0
L202315,3260,4,3,76,suburbs,yes,503500.0
L202316,2366,2,1,18,rural,yes,416000.0
L202317,1395,1,1,49,suburbs,no,262100.0
L202318,1614,1,1,60,suburbs,yes,272100.0
L202319,1464,2,2,71,suburbs,no,274100.0
L202320,1046,2,2,15,rural,yes,201100.0
L202321,4492,5,4,20,suburbs,no,746000.0
L202322,3876,5,4,76,suburbs,yes,630100.0
L202323,2635,4,3,45,downtown,yes,550700.0
L202324,3799,3,2,12,downtown,yes,698800.0
L202325,3163,4,4,15,suburbs,yes,561900.0
L202326,2991,3,3,79,suburbs,yes,466800.0
L202327,3397,3,2,71,suburbs,no,522800.0
L202328,2828,3,2,18,waterfront,no,584300.0
L202329,2785,4,3,44,downtown,yes,571400.0
L202330,1131,2,2,56,suburbs,no,235400.0
L202331,2980,2,2,35,rural,yes,490500.0
L202332,2342,3,2,24,suburbs,yes,500500.0
L202333,1559,3,2,56,suburbs,yes,302700.0
L202334,2487,4,3,6,suburbs,yes,525800.0
L202335,3850,2,2,16,suburbs,yes,637800.0
L202336,2399,4,3,1,downtown,yes,528100.0
L202337,2458,3,2,71,downtown,yes,469300.0
L202338,1544,1,1,11,downtown,no,342500.0
L202339,3743,4,4,69,waterfront,no,719700.0
L202340,1082,2,2,32,downtown,no,250800.0
L202341,3865,5,4,8,downtown,yes,731200.0
L202342,4232,4,3,46,suburbs,yes,724000.0
L202343,1291,1,1,25,waterfront,yes,387600.0
L202344,2769,3,2,38,downtown,yes,580700.0
L202345,2885,3,2,78,suburbs,yes,450700.0
L202346,3964,4,3,50,downtown,no,687800.0
L202347,1871,3,2,1,downtown,no,396400.0
L202348,3220,3,3,7,waterfront,yes,719600.0
L202349,987,1,1,61,suburbs,no,138100.0
L202350,3799,4,4,54,suburbs,yes,636900.0
L202351,3556,3,3,39,downtown,yes,662500.0
L202352,1442,1,1,62,suburbs,yes,199200.0
L202353,1087,1,1,17,downtown,yes,304000.0
L202354,1013,1,1,18,suburbs,yes,238700.0
L202355,3834,5,4,32,suburbs,yes,679100.0
L202356,2994,3,2,63,suburbs,yes,485600.0
L202357,2047,2,2,78,suburbs,yes,330400.0
L202358,2742,3,3,20,downtown,yes,590900.0
L202359,2777,2,2,49,rural,yes,427900.0
L202360,976,2,1,35,waterfront,yes,326100.0
L202361,2314,2,1,70,waterfront,no,453800.0
L202362,2984,3,3,64,downtown,no,469600.0
L202363,2968,3,2,13,downtown,no,596500.0
L202364,1309,2,2,54,suburbs,yes,247000.0
L202365,4219,5,4,1,suburbs,yes,729000.0
L202366,1021,3,2,40,rural,no,237700.0
L202367,3962,5,4,21,suburbs,no,694900.0
L202368,4442,6,4,29,suburbs,yes,766500.0
L202369,3528,4,3,26,downtown,no,683600.0
L202370,2767,2,2,45,waterfront,yes,587600.0
L202371,1351,1,1,67,downtown,no,275300.0
L202372,1886,2,1,41,waterfront,yes,434000.0
L202373,2740,2,2,69,rural,yes,422800.0
L202374,982,2,2,77,downtown,yes,266400.0
L202375,3360,4,3,17,rural,yes,551700.0
L202376,4175,4,3,66,suburbs,yes,624300.0
L202377,3495,4,4,17,downtown,yes,708500.0
L202378,4276,5,4,9,suburbs,yes,768200.0
L202379,2449,4,4,16,waterfront,yes,620100.0
L202380,1602,2,1,32,suburbs,yes,297800.0
L202381,665,1,1,13,downtown,yes,252800.0
L202382,2296,3,2,46,suburbs,yes,387300.0
L202383,1049,1,1,47,suburbs,yes,190600.0
L202384,3117,4,4,56,downtown,yes,574400.0
L202385,3728,5,4,72,downtown,no,699300.0
L202386,1033,1,1,14,downtown,no,263300.0
L202387,2614,2,2,78,suburbs,yes,416400.0
L202388,2694,3,2,66,suburbs,yes,454200.0
L202389,1813,2,2,4,suburbs,no,336700.0
L202390,1452,2,2,50,downtown,yes,350800.0
L202391,3383,3,2,20,rural,yes,588100.0
L202392,1478,2,2,5,suburbs,no,319400.0
L202393,724,1,1,54,downtown,no,146100.0
L202394,2951,4,3,4,waterfront,no,657700.0
L202395,863,2,2,14,suburbs,yes,220500.0
L202396,1809,2,2,54,suburbs,yes,348100.0
L202397,940,2,2,6,downtown,no,265100.0
L202398,2746,2,1,60,downtown,yes,468400.0
L202399,1448,3,2,2,suburbs,no,326000.0
L202400,1623,1,1,24,rural,yes,263500.0
L202401,2158,3,2,20,suburbs,no,374500.0
L202402,2501,3,3,12,downtown,yes,522000.0
L202403,3404,4,4,42,suburbs,yes,556700.0
L202404,4235,6,4,17,suburbs,no,741600.0
L202405,2952,4,3,12,downtown,no,581100.0
L202406,2490,3,2,31,rural,yes,426100.0
L202407,2877,3,3,39,suburbs,no,479500.0
L202408,2555,3,3,50,suburbs,yes,446600.0
L202409,621,1,1,6,downtown,yes,216800.0
L202410,2522,3,2,15,downtown,yes,513700.0
L202411,3501,5,4,4,suburbs,no,604700.0
L202412,3940,5,4,63,suburbs,yes,688000.0
L202413,958,1,1,44,suburbs,yes,183900.0
L202414,3258,3,3,19,suburbs,no,504200.0
L202415,1029,1,1,42,suburbs,yes,156800.0
L202416,719,1,1,64,suburbs,no,146400.0
L202417,779,1,1,60,downtown,no,191000.0
L202418,1060,2,2,73,suburbs,yes,196500.0
L202419,927,2,1,18,suburbs,no,198300.0
L202420,2853,3,3,13,suburbs,no,514200.0
L202421,4190,5,4,61,suburbs,yes,737100.0
L202422,3564,4,3,73,waterfront,yes,711700.0
L202423,3451,4,3,14,downtown,yes,679600.0
L202424,1056,1,1,56,waterfront,yes,294800.0
L202425,4259,4,4,45,rural,yes,640700.0
L202426,2560,3,3,70,suburbs,yes,442300.0
L202427,722,2,1,15,downtown,yes,261000.0
L202428,3105,3,3,27,suburbs,yes,568600.0
L202429,3348,4,3,49,downtown,yes,672300.0
L202430,2163,2,2,69,waterfront,yes,445600.0
L202431,3390,5,4,66,downtown,no,612400.0
L202432,3304,3,3,38,suburbs,no,561900.0
L202433,2865,3,3,29,suburbs,no,490900.0
L202434,1936,2,2,15,downtown,yes,462100.0
L202435,4494,4,3,32,suburbs,no,723700.0
L202436,3029,2,1,79,suburbs,no,493900.0
L202437,2401,3,3,18,downtown,no,496100.0
L202438,3586,4,4,75,downtown,yes,691700.0
L202439,1546,1,1,22,suburbs,yes,224700.0
L202440,4327,6,4,9,suburbs,yes,783700.0
L202441,3469,2,2,57,suburbs,yes,547600.0
L202442,3091,3,2,36,downtown,yes,530600.0
L202443,1638,1,1,58,suburbs,yes,268500.0
L202444,1971,2,1,78,suburbs,no,265600.0
L202445,4303,4,4,11,downtown,yes,789600.0
L202446,3412,4,4,43,suburbs,yes,599900.0
L202447,1033,1,1,21,suburbs,yes,210700.0
L202448,3737,5,4,39,suburbs,yes,661900.0
L202449,1062,2,2,20,downtown,yes,303600.0
L202450,2217,3,2,15,suburbs,no,461200.0
L202451,2226,2,1,41,downtown,yes,443300.0
L202452,2014,3,2,33,downtown,yes,437400.0
L202453,2532,4,4,61,rural,yes,435200.0
L202454,1194,2,1,39,waterfront,yes,353300.0
L202455,3179,3,3,48,waterfront,yes,615100.0
L202456,3239,4,3,57,suburbs,yes,565200.0
L202457,3921,5,4,4,downtown,no,784000.0
L202458,2334,2,1,36,rural,yes,404800.0
L202459,2669,4,3,41,suburbs,yes,498100.0
L202460,1118,1,1,50,waterfront,yes,315800.0
L202461,1954,3,2,3,suburbs,no,381700.0
L202462,2789,2,1,8,suburbs,yes,526700.0
L202463,2224,1,1,67,downtown,no,383200.0
L202464,4460,5,4,61,downtown,no,751800.0
L202465,1681,2,2,33,suburbs,yes,371200.0
L202466,800,1,1,0,waterfront,no,277500.0
L202467,3983,4,4,20,suburbs,yes,651300.0
L202468,2610,4,3,51,downtown,no,517600.0
L202469,877,1,1,54,suburbs,yes,175800.0
L202470,4249,5,4,66,downtown,yes,774500.0
L202471,1408,1,1,44,waterfront,yes,389900.0
L202472,4340,6,4,61,downtown,yes,787800.0
L202473,1942,2,1,18,downtown,yes,411800.0
L202474,1932,2,1,11,suburbs,yes,345300.0
L202475,1425,2,1,26,suburbs,yes,280100.0
L202476,1269,2,1,67,suburbs,yes,235600.0
L202477,3721,5,4,70,suburbs,yes,648600.0
L202478,2240,3,2,6,rural,yes,375400.0
L202479,2769,3,2,15,suburbs,no,448500.0
L202480,1842,2,1,5,downtown,yes,434000.0
L202481,2252,3,2,61,downtown,yes,432300.0
L202482,2482,3,3,65,suburbs,no,383900.0
L202483,1810,2,2,74,suburbs,yes,254900.0
L202484,2924,3,2,14,suburbs,yes,552300.0
L202485,2415,2,1,41,downtown,no,455200.0
L202486,3596,3,2,35,downtown,no,653100.0
L202487,3632,4,4,78,downtown,yes,666000.0
L202488,3073,3,3,74,suburbs,yes,504300.0
L202489,1003,2,1,66,suburbs,yes,185000.0
L202490,4079,5,4,16,downtown,no,762500.0
L202491,3312,4,4,26,suburbs,yes,567500.0
L202492,3469,4,3,62,waterfront,no,636900.0
L202493,3132,4,3,48,downtown,yes,656200.0
L202494,2622,4,3,46,downtown,yes,531200.0
L202495,2798,4,4,6,suburbs,yes,525000.0
L202496,1065,1,1,32,downtown,yes,249500.0
L202497,4183,5,4,78,downtown,no,755500.0
L202498,3734,5,4,36,waterfront,yes,778600.0
L202499,4147,6,4,70,rural,yes,646000.0
L202500,3385,4,3,32,suburbs,yes,580700.0
L202501,1633,2,1,67,waterfront,yes,400800.0
L202502,1911,2,2,66,downtown,yes,372100.0
L202503,3980,4,3,49,rural,yes,648400.0
L202504,1504,1,1,65,waterfront,no,402700.0
L202505,2997,4,3,3,suburbs,yes,546600.0
L202506,3166,2,1,29,waterfront,yes,630900.0
L202507,1314,1,1,7,rural,yes,213600.0
L202508,928,2,1,55,suburbs,yes,180100.0
L202509,731,1,1,23,suburbs,yes,120900.0
L202510,3670,5,4,42,suburbs,no,653700.0
L202511,1734,2,2,67,suburbs,yes,262800.0
L202512,1484,2,2,59,suburbs,yes,247400.0
L202513,4145,6,4,53,downtown,yes,773000.0
L202514,2914,3,2,4,downtown,yes,618200.0
L202515,695,1,1,49,downtown,no,167700.0
L202516,1783,2,1,26,suburbs,yes,322200.0
L202517,2453,3,3,79,downtown,no,460600.0
L202518,2461,3,3,26,downtown,yes,495000.0
L202519,3656,3,3,59,waterfront,no,694600.0
L202520,3722,4,3,47,suburbs,yes,583700.0
L202521,723,1,1,26,waterfront,no,258200.0
L202522,1719,2,1,16,downtown,yes,416600.0
L202523,2941,3,3,20,suburbs,yes,544100.0
L202524,729,1,1,42,suburbs,yes,143400.0
L202525,2825,2,2,70,waterfront,yes,541200.0
L202526,901,1,1,78,suburbs,yes,144400.0
L202527,2834,4,3,25,waterfront,yes,600200.0
L202528,890,1,1,3,downtown,yes,263300.0
L202529,3480,4,3,17,suburbs,yes,603300.0
L202530,2390,2,2,40,rural,yes,368400.0
L202531,4309,5,4,32,suburbs,yes,735100.0
L202532,924,1,1,11,downtown,yes,280000.0
L202533,3991,6,4,13,downtown,yes,755400.0
L202534,2209,3,3,46,rural,yes,394400.0
L202535,2501,2,1,21,downtown,yes,519500.0
L202536,3321,3,3,19,suburbs,yes,632700.0
L202537,3026,3,3,30,downtown,no,580000.0
L202538,4031,3,3,72,downtown,no,716600.0
L202539,3842,5,4,67,suburbs,yes,669700.0
L202540,1463,1,1,25,downtown,yes,335600.0
L202541,1671,2,1,61,suburbs,yes,252700.0
L202542,4019,5,4,76,downtown,yes,745200.0
L202543,3759,5,4,22,rural,yes,645700.0
L202544,4414,5,4,0,suburbs,yes,823600.0
L202545,4172,5,4,18,suburbs,no,734200.0
L202546,3040,4,4,66,suburbs,yes,548200.0
L202547,4353,5,4,8,suburbs,yes,749600.0
L202548,3475,5,4,20,downtown,yes,697600.0
L202549,4061,5,4,76,suburbs,yes,620600.0
L202550,2483,3,2,16,suburbs,yes,467700.0
L202551,4364,4,4,38,downtown,yes,820000.0
L202552,891,1,1,70,suburbs,yes,189500.0
L202553,4139,5,4,67,suburbs,no,663000.0
L202554,4343,5,4,24,downtown,yes,764500.0
L202555,3677,5,4,19,downtown,no,692100.0
L202556,4286,4,4,46,downtown,yes,770300.0
L202557,2240,3,3,25,downtown,yes,491800.0
L202558,1858,1,1,58,suburbs,no,234000.0
L202559,1122,3,2,54,downtown,yes,290300.0
L202560,1363,1,1,33,suburbs,no,209500.0
L202561,3979,6,4,32,downtown,yes,800600.0
L202562,855,1,1,8,waterfront,yes,260900.0
L202563,1380,1,1,55,suburbs,yes,260500.0
L202564,2541,4,4,73,rural,yes,412400.0
L202565,2002,2,1,70,suburbs,yes,271100.0
L202566,4206,4,4,51,downtown,no,784000.0
L202567,716,1,1,58,suburbs,no,158600.0
L202568,759,1,1,71,suburbs,no,151700.0
L202569,1660,2,2,17,suburbs,no,313100.0
L202570,2985,4,3,61,waterfront,no,597300.0
L202571,1988,2,2,8,downtown,yes,440500.0
L202572,3858,5,4,61,downtown,no,711000.0
L202573,974,1,1,17,suburbs,yes,195200.0
L202574,2080,3,2,47,downtown,no,396200.0
L202575,3131,3,3,0,rural,yes,548700.0
L202576,2986,3,2,0,suburbs,yes,541900.0
L202577,2618,3,3,51,rural,yes,446900.0
L202578,2330,2,1,70,downtown,no,451300.0
L202579,966,2,2,8,downtown,yes,317200.0
L202580,855,1,1,66,suburbs,yes,124100.0
L202581,813,2,2,60,suburbs,yes,172500.0
L202582,2567,2,1,58,rural,no,375700.0
L202583,4051,3,3,21,suburbs,yes,698600.0
L202584,947,1,1,70,suburbs,yes,184000.0
L202585,854,1,1,48,downtown,no,210700.0
L202586,3271,4,3,14,suburbs,yes,574500.0
L202587,2551,3,3,70,suburbs,yes,454400.0
L202588,1809,1,1,22,suburbs,yes,331100.0
L202589,669,1,1,39,downtown,yes,215500.0
L202590,3729,3,2,12,suburbs,yes,613800.0
L202591,3171,4,4,31,rural,no,575600.0
L202592,2889,3,3,51,downtown,no,542900.0
L202593,1513,2,1,71,downtown,yes,310800.0
L202594,4246,3,2,35,suburbs,yes,691700.0
L202595,844,1,1,49,suburbs,yes,161700.0
L202596,3477,5,4,8,downtown,yes,669200.0
L202597,3437,4,3,19,downtown,yes,673400.0
L202598,3426,4,4,46,suburbs,yes,555500.0
L202599,2947,3,2,3,suburbs,no,516800.0
L202600,1787,3,3,27,suburbs,yes,316800.0
L202601,2377,4,3,4,downtown,yes,475700.0
L202602,2323,2,1,39,suburbs,yes,407300.0
L202603,3978,4,3,21,downtown,yes,712500.0
L202604,3507,4,4,20,suburbs,yes,634800.0
L202605,2457,3,3,36,suburbs,yes,447400.0
L202606,3415,4,4,12,suburbs,yes,621200.0
L202607,4380,6,4,60,downtown,yes,782500.0
L202608,3299,3,2,36,downtown,no,593800.0
L202609,1989,2,2,72,suburbs,yes,311500.0
L202610,631,1,1,18,rural,yes,153600.0
L202611,4025,5,4,4,waterfront,no,814200.0
L202612,667,1,1,32,rural,yes,117600.0
L202613,2585,2,2,8,suburbs,yes,481100.0
L202614,863,1,1,30,rural,no,122300.0
L202615,4029,6,4,61,suburbs,no,628500.0
L202616,723,1,1,75,rural,yes,70700.0
L202617,3265,3,2,36,suburbs,yes,573700.0
L202618,3614,5,4,14,suburbs,yes,657800.0
L202619,3456,3,2,31,downtown,no,630300.0
L202620,2732,3,2,22,suburbs,yes,491300.0
L202621,2904,2,1,9,suburbs,yes,542100.0
L202622,2569,3,2,63,suburbs,yes,376400.0
L202623,3552,4,4,58,suburbs,yes,596700.0
L202624,933,1,1,23,rural,yes,169000.0
L202625,4071,4,4,38,rural,yes,658000.0
L202626,3621,4,4,38,suburbs,yes,645500.0
L202627,4377,5,4,34,suburbs,yes,767200.0
L202628,962,2,2,60,suburbs,yes,188300.0
L202629,1415,2,1,55,suburbs,yes,209900.0
L202630,1465,1,1,0,waterfront,yes,473800.0
L202631,2208,2,1,17,downtown,no,438400.0
L202632,3793,4,4,76,rural,no,576400.0
L202633,3668,4,3,33,downtown,yes,718700.0
L202634,3301,4,4,37,rural,no,526700.0
L202635,2144,2,1,60,suburbs,yes,382500.0
L202636,961,3,3,60,suburbs,yes,206900.0
L202637,3308,3,3,45,downtown,yes,660800.0
L202638,888,2,2,73,downtown,yes,244300.0
L202639,1395,1,1,47,downtown,yes,286800.0
L202640,2185,1,1,70,rural,yes,360400.0
L202641,3628,4,3,36,suburbs,yes,634200.0
L202642,2953,4,3,17,downtown,no,569600.0
L202643,1004,2,1,8,suburbs,yes,197000.0
L202644,1562,2,2,44,suburbs,yes,307900.0
L202645,3911,4,3,71,suburbs,yes,665300.0
L202646,2882,3,2,32,suburbs,yes,506600.0
L202647,3164,4,4,58,rural,yes,523800.0
L202648,2001,2,1,42,suburbs,yes,383500.0
L202649,3778,4,4,64,downtown,yes,701700.0
L202650,2895,4,3,62,suburbs,yes,479300.0
L202651,916,1,1,55,suburbs,yes,154900.0
L202652,3429,5,4,28,waterfront,yes,752500.0
L202653,1724,2,1,32,downtown,no,371300.0
L202654,3888,4,4,38,suburbs,no,675100.0
L202655,3089,3,2,65,suburbs,yes,508700.0
L202656,1363,1,1,48,suburbs,yes,255400.0
L202657,714,2,1,13,downtown,no,241300.0
L202658,931,1,1,21,suburbs,yes,223600.0
L202659,1560,2,1,24,downtown,no,360800.0
L202660,1061,1,1,48,suburbs,no,174700.0
L202661,3167,3,2,61,rural,yes,478900.0
L202662,1244,1,1,11,waterfront,yes,379500.0
L202663,2340,4,3,57,suburbs,no,409800.0
L202664,1864,1,1,49,downtown,yes,400600.0
L202665,3165,3,2,16,suburbs,yes,554600.0
L202666,711,1,1,11,downtown,yes,201200.0
L202667,2168,4,4,11,suburbs,yes,414200.0
L202668,3846,5,4,62,downtown,yes,703900.0
L202669,1560,2,2,18,suburbs,yes,329000.0
L202670,3911,4,4,15,downtown,no,711400.0
L202671,1270,1,1,33,downtown,yes,313700.0
L202672,3381,3,3,51,suburbs,no,526400.0
L202673,1699,1,1,35,waterfront,no,404800.0
L202674,1990,2,1,46,suburbs,yes,350200.0
L202675,2636,2,1,29,downtown,no,460300.0
L202676,3356,4,4,34,suburbs,yes,601500.0
L202677,2653,3,3,46,suburbs,yes,503000.0
L202678,2840,3,3,51,rural,yes,449900.0
L202679,1728,3,3,58,suburbs,yes,325400.0
L202680,3183,3,3,67,downtown,no,571400.0
L202681,876,2,1,26,suburbs,yes,202100.0
L202682,942,2,1,9,downtown,yes,283300.0
L202683,1222,1,1,7,suburbs,no,235100.0
L202684,4011,5,4,54,waterfront,no,745200.0
L202685,2991,3,2,34,rural,no,476900.0
L202686,1959,3,3,32,downtown,yes,409800.0
L202687,3038,4,4,58,suburbs,yes,537300.0
L202688,1649,1,1,53,suburbs,yes,292000.0
L202689,3457,3,3,73,downtown,yes,623800.0
L202690,2124,2,1,70,rural,no,272300.0
L202691,3013,4,3,59,rural,yes,492500.0
L202692,1564,2,2,52,downtown,no,324000.0
L202693,737,1,1,71,rural,yes,87600.0
L202694,4477,5,4,12,downtown,yes,889800.0
L202695,3147,2,1,76,suburbs,yes,455300.0
L202696,3120,4,3,33,waterfront,yes,682800.0
L202697,2952,4,4,19,rural,no,540200.0
L202698,4096,5,4,43,suburbs,yes,709600.0
L202699,672,1,1,71,suburbs,no,92900.0
L202700,4309,4,3,10,suburbs,no,706500.0
L202701,2390,2,1,13,waterfront,yes,507300.0
L202702,2866,2,1,51,downtown,yes,520800.0
L202703,4257,6,4,53,downtown,yes,789800.0
L202704,3722,4,3,57,suburbs,yes,609200.0
L202705,1965,3,2,71,suburbs,yes,372900.0
L202706,4130,5,4,61,downtown,yes,749500.0
L202707,924,1,1,64,suburbs,no,110400.0
L202708,1185,1,1,9,suburbs,no,267600.0
L202709,1486,2,1,28,waterfront,yes,374900.0
L202710,1649,1,1,56,downtown,yes,345700.0
L202711,3226,4,3,65,rural,yes,526600.0
L202712,2166,2,1,29,waterfront,yes,497100.0
L202713,3916,4,3,46,suburbs,yes,675800.0
L202714,3029,3,3,16,downtown,yes,602200.0
L202715,2960,4,3,69,rural,no,446300.0
L202716,3596,2,2,41,suburbs,yes,526600.0
L202717,2200,4,4,7,suburbs,yes,409200.0
L202718,1945,2,2,45,downtown,no,458200.0
L202719,1021,1,1,21,suburbs,yes,231600.0
L202720,3886,5,4,36,suburbs,yes,708700.0
L202721,1508,2,1,27,suburbs,yes,351500.0
L202722,3152,4,4,67,waterfront,yes,648800.0
L202723,3683,5,4,67,suburbs,yes,620700.0
L202724,2050,4,4,12,downtown,no,431400.0
L202725,1237,2,2,25,suburbs,yes,254200.0
L202726,3254,4,3,32,downtown,yes,623300.0
L202727,1868,2,2,68,downtown,yes,365600.0
L202728,3922,4,3,21,suburbs,no,684800.0
L202729,2337,4,3,56,downtown,yes,501500.0
L202730,1910,3,3,3,downtown,no,462200.0
L202731,3435,5,4,76,downtown,no,596800.0
L202732,2109,1,1,27,downtown,yes,421600.0
L202733,3708,3,2,21,rural,yes,601100.0
L202734,3298,4,3,57,suburbs,yes,604000.0
L202735,4049,4,3,48,waterfront,yes,792600.0
L202736,2276,3,2,41,rural,yes,372000.0
L202737,938,2,1,74,rural,yes,168500.0
L202738,1292,2,2,33,downtown,yes,316200.0
L202739,619,1,1,43,suburbs,no,136200.0
L202740,3931,3,2,37,suburbs,yes,652000.0
L202741,1548,1,1,13,suburbs,no,265500.0
L202742,1386,2,2,25,downtown,yes,325000.0
L202743,2963,4,3,48,downtown,yes,575600.0
L202744,1560,1,1,9,suburbs,no,271400.0
L202745,4418,5,4,58,suburbs,yes,695700.0
L202746,3984,3,3,47,suburbs,yes,666200.0
L202747,2358,1,1,51,downtown,yes,449600.0
L202748,3103,3,2,65,suburbs,no,467900.0
L202749,2108,3,3,38,suburbs,yes,371700.0
L202750,2283,4,3,63,suburbs,yes,421400.0
L202751,2473,2,1,59,rural,yes,410800.0
L202752,2089,1,1,18,suburbs,yes,389600.0
L202753,2302,3,3,21,suburbs,yes,463500.0
L202754,1314,1,1,34,suburbs,yes,235100.0
L202755,3141,4,3,7,downtown,yes,644500.0
L202756,864,1,1,44,suburbs,yes,168400.0
L202757,4146,5,4,72,rural,yes,635700.0
L202758,4146,4,4,64,suburbs,no,668100.0
L202759,1411,2,2,58,suburbs,yes,236400.0
L202760,774,2,2,15,downtown,yes,244700.0
L202761,2469,3,3,64,suburbs,no,396300.0
L202762,840,1,1,10,downtown,yes,247100.0
L202763,2173,2,1,32,suburbs,yes,375900.0
L202764,3533,3,2,74,suburbs,no,487800.0
L202765,1807,1,1,60,downtown,yes,327700.0
L202766,4085,4,4,11,suburbs,yes,751400.0
L202767,656,1,1,41,downtown,yes,204800.0
L202768,3367,3,2,79,downtown,yes,601200.0
L202769,2563,1,1,35,suburbs,no,412200.0
L202770,1544,1,1,47,suburbs,yes,261900.0
L202771,2277,3,2,30,downtown,yes,451700.0
L202772,1655,2,2,39,downtown,no,338800.0
L202773,3018,3,2,41,suburbs,yes,557700.0
L202774,4349,5,4,15,downtown,no,789500.0
L202775,2554,4,3,75,rural,yes,450600.0
L202776,3330,5,4,68,rural,no,517400.0
L202777,2984,3,2,8,suburbs,yes,522400.0
L202778,3828,4,4,13,suburbs,yes,676400.0
L202779,2794,3,2,51,suburbs,yes,465000.0
L202780,2340,3,3,32,suburbs,yes,406500.0
L202781,1065,1,1,54,suburbs,no,176500.0
L202782,3628,4,4,3,suburbs,yes,617700.0
L202783,4101,4,3,60,suburbs,yes,675300.0
L202784,4425,4,3,1,rural,yes,734300.0
L202785,3446,2,2,15,rural,yes,565700.0
L202786,1991,2,2,58,suburbs,yes,326900.0
L202787,3343,5,4,27,waterfront,no,730900.0
